0001 
008192 
1.00000000E+00 
000000  1.22070312E-04   9.86717662E-02  2.17366717E-01  2.64883679E-01   7.30798423E-02 -3.20290197E-01 -3.13225205E-01 
000001  1.22070312E-04   2.99711849E-01  2.29111664E-01 -7.96676298E-02   9.43495006E-02 -2.87500456E-01 -3.97684178E-01 
000002  1.22070312E-04   1.80120321E-01 -2.26504637E-02 -7.22910816E-01  -5.07588363E-01 -4.27244091E-01  2.54688714E-01 
000003  1.22070312E-04  -9.55878956E-01  6.28558989E-01 -1.79094022E-01   4.98813345E-01  4.06644153E-01  6.12214769E-01 
000004  1.22070312E-04  -5.41939994E-01  4.75190190E-01 -1.58759601E-01   5.68849979E-02 -3.61579763E-01 -2.25866848E-01 
000005  1.22070312E-04  -1.61003233E-01  1.65254008E-01 -1.16205702E-01  -1.78062953E-01  3.36505021E-02  6.25672652E-01 
000006  1.22070312E-04  -2.50084063E-01  4.03454694E-01 -3.61053712E-01  -1.47876564E-02  3.54692085E-01  1.08204302E-01 
000007  1.22070312E-04   3.09843411E-01  3.85362248E-01  6.97066987E-01   8.17631750E-01 -3.29892070E-01  7.35658901E-02 
000008  1.22070312E-04  -3.09921276E+00  1.58260121E-01 -3.91157030E-01   3.15143024E-01 -2.45779023E-01 -4.36864354E-01 
000009  1.22070312E-04  -2.81854874E-01 -6.33607515E-01  3.84213976E-02  -2.52296935E-01 -4.06443590E-01  3.72418954E-01 
000010  1.22070312E-04  -4.67560378E-01  4.40895325E-01  3.59172486E-01   3.37521272E-01  4.35288264E-01 -1.67870453E-01 
000011  1.22070312E-04   2.37020618E-01  4.75132789E-01  1.99743295E-03   3.08651817E-01  2.38325810E-01  4.30959171E-01 
000012  1.22070312E-04  -4.29744619E-01  1.31248395E+00 -7.71400716E-01  -5.47465740E-01  1.14942784E-01 -1.53231795E-01 
000013  1.22070312E-04   4.37091113E-01  6.84264990E-01  4.78832428E-02   3.37758507E-01 -2.70220993E-01  2.14277667E-01 
000014  1.22070312E-04   4.21827066E-01 -1.25390352E-01  1.75302756E-01  -1.00514526E-01  1.99840994E-01  3.20734821E-01 
